image,name,author,category
/content/drive/My Drive/BookCovers/image_5942.jpg,Hands-On Machine Learning with Scikit-Learn and TensorFlow,Aurelien Geron,Computing
/content/drive/My Drive/BookCovers/image_5943.jpg,Code Complete,Steve McConnell,Computing
/content/drive/My Drive/BookCovers/image_5944.jpg,Head First Design Patterns,Eric Freeman,Computing
/content/drive/My Drive/BookCovers/image_5945.jpg,Never Eat Alone,Keith Ferrazzi,Computing
/content/drive/My Drive/BookCovers/image_5946.jpg,The Shallows,Nicholas Carr,Computing
/content/drive/My Drive/BookCovers/image_5947.jpg,Discovering Statistics Using IBM SPSS Statistics,Andy Field,Computing
/content/drive/My Drive/BookCovers/image_5948.jpg,Designing Data-Intensive Applications,Martin Kleppmann,Computing
/content/drive/My Drive/BookCovers/image_5949.jpg,SPSS Survival Manual,Julie Pallant,Computing
/content/drive/My Drive/BookCovers/image_5950.jpg,Code,Charles Petzold,Computing
/content/drive/My Drive/BookCovers/image_5951.jpg,JavaScript: The Good Parts,Douglas Crockford,Computing
/content/drive/My Drive/BookCovers/image_5952.jpg,Automate The Boring Stuff With Python,Al Sweigart,Computing
/content/drive/My Drive/BookCovers/image_5953.jpg,R for Data Science,Garrett Grolemund,Computing
/content/drive/My Drive/BookCovers/image_5954.jpg,World Of Warcraft Chronicle Volume 2,Blizzard Entertainment,Computing
/content/drive/My Drive/BookCovers/image_5955.jpg,The Mythical Man-Month,Frederick P. Brooks Jr.,Computing
/content/drive/My Drive/BookCovers/image_5956.jpg,Algorithms to Live By,Brian Christian,Computing
/content/drive/My Drive/BookCovers/image_5957.jpg,This is Service Design Doing,Adam Lawrence,Computing
/content/drive/My Drive/BookCovers/image_5958.jpg,All Marketers are Liars,Seth Godin,Computing
/content/drive/My Drive/BookCovers/image_5959.jpg,"Blood, Sweat, and Pixels",Jason Schreier,Computing
/content/drive/My Drive/BookCovers/image_5960.jpg,The Master Algorithm,Pedro Domingos,Computing
/content/drive/My Drive/BookCovers/image_5961.jpg,Head First Java,Kathy Sierra,Computing
/content/drive/My Drive/BookCovers/image_5962.jpg,Deep Learning,Yoshua Bengio,Computing
/content/drive/My Drive/BookCovers/image_5963.jpg,C Programming Language,Brian W. Kernighan,Computing
/content/drive/My Drive/BookCovers/image_5964.jpg,100 Things Every Designer Needs to Know About People,Susan Weinschenk,Computing
/content/drive/My Drive/BookCovers/image_5965.jpg,Refactoring,Martin Fowler,Computing
/content/drive/My Drive/BookCovers/image_5966.jpg,Effective Java,Joshua Bloch,Computing
/content/drive/My Drive/BookCovers/image_5967.jpg,Python Pocket Reference,Mark Lutz,Computing
/content/drive/My Drive/BookCovers/image_5968.jpg,The Brand Gap,Marty Neumeier,Computing
/content/drive/My Drive/BookCovers/image_5969.jpg,Permanent Record,Edward Snowden,Computing
/content/drive/My Drive/BookCovers/image_5970.jpg,An Introduction to Statistical Learning,Gareth James,Computing
/content/drive/My Drive/BookCovers/image_5971.jpg,"Hacking: The Art Of Exploitation, 2nd Edition",Jon Erickson,Computing
/content/drive/My Drive/BookCovers/image_5972.jpg,World Of Warcraft Chronicle Volume 3,Blizzard Entertainment,Computing
/content/drive/My Drive/BookCovers/image_5973.jpg,Python Crash Course (2nd Edition),Eric Matthes,Computing
/content/drive/My Drive/BookCovers/image_5974.jpg,Mastering Bitcoin 2e,Andreas Antonopoulos,Computing
/content/drive/My Drive/BookCovers/image_5975.jpg,Data Science for Business,Foster Provost,Computing
/content/drive/My Drive/BookCovers/image_5976.jpg,Crushing It!,Gary Vaynerchuk,Computing
/content/drive/My Drive/BookCovers/image_5977.jpg,"Capture Your Style:Transform Your Instagram Photos, Showcase Your",Aimee Song,Computing
/content/drive/My Drive/BookCovers/image_5978.jpg,Domain-Driven Design,Eric Evans,Computing
/content/drive/My Drive/BookCovers/image_5979.jpg,Building Microservices,Sam Newman,Computing
/content/drive/My Drive/BookCovers/image_5980.jpg,Accelerate,Nicole Forsgren,Computing
/content/drive/My Drive/BookCovers/image_5981.jpg,Running Lean,Ash Maurya,Computing
/content/drive/My Drive/BookCovers/image_5982.jpg,"Legend Of Zelda, The: Art & Artifacts",Nintendo USA,Computing
/content/drive/My Drive/BookCovers/image_5983.jpg,The Art of Horizon,Paul Davies,Computing
/content/drive/My Drive/BookCovers/image_5984.jpg,slide:ology,Nancy Duarte,Computing
/content/drive/My Drive/BookCovers/image_5985.jpg,The Singularity is Near,Ray Kurzweil,Computing
/content/drive/My Drive/BookCovers/image_5986.jpg,User Story Mapping,Jeff Patton,Computing
/content/drive/My Drive/BookCovers/image_5987.jpg,"Trust Me, I'm Lying",Ryan Holiday,Computing
/content/drive/My Drive/BookCovers/image_5988.jpg,The Book of Why,Judea Pearl,Computing
/content/drive/My Drive/BookCovers/image_5989.jpg,"Sekiro Shadows Die Twice, Official Game Guide",Future Press,Computing
/content/drive/My Drive/BookCovers/image_5990.jpg,Sidemen: The Book,The Sidemen,Computing
/content/drive/My Drive/BookCovers/image_5991.jpg,The World Of The Witcher,CD Projekt Red,Computing
/content/drive/My Drive/BookCovers/image_5992.jpg,Kill All Normies,Angela Nagle,Computing
/content/drive/My Drive/BookCovers/image_5993.jpg,Effective Modern C++,Scott Meyers,Computing
/content/drive/My Drive/BookCovers/image_5994.jpg,The Animator's Survival Kit,Richard E. Williams,Computing
/content/drive/My Drive/BookCovers/image_5995.jpg,Ghost In The Wires,Kevin D. Mitnick,Computing
/content/drive/My Drive/BookCovers/image_5996.jpg,"Python for Data Analysis, 2e",Wes McKinney,Computing
/content/drive/My Drive/BookCovers/image_5997.jpg,"Lean UX, 2e",Jeff Gothelf,Computing
/content/drive/My Drive/BookCovers/image_5998.jpg,The Mood Cure,Julia Ross,Computing
/content/drive/My Drive/BookCovers/image_5999.jpg,Logo Design Love,David Airey,Computing
/content/drive/My Drive/BookCovers/image_6000.jpg,The Art Of The Mass Effect Universe,Casey Hudson,Computing
/content/drive/My Drive/BookCovers/image_6001.jpg,Masters Of Doom,David Kushner,Computing
/content/drive/My Drive/BookCovers/image_6002.jpg,Hold Me Tight,Sue Johnson,Computing
/content/drive/My Drive/BookCovers/image_6003.jpg,Fluent Python,Luciano Ramalho,Computing
/content/drive/My Drive/BookCovers/image_6004.jpg,Everybody Lies,Seth Stephens-davidowitz,Computing
/content/drive/My Drive/BookCovers/image_6005.jpg,Storm King's Thunder,Wizards RPG Team,Computing
/content/drive/My Drive/BookCovers/image_6006.jpg,The Manager`s Path,Camille Fournier,Computing
/content/drive/My Drive/BookCovers/image_6007.jpg,The Art of Deception,Kevin D. Mitnick,Computing
/content/drive/My Drive/BookCovers/image_6008.jpg,Tales from the Yawning Portal,Wizards RPG Team,Computing
/content/drive/My Drive/BookCovers/image_6009.jpg,"Get Coding! Learn HTML, CSS, and JavaScript and Build a Website, App, and Game",Young Rewired State,Computing
/content/drive/My Drive/BookCovers/image_6010.jpg,The Elements of Statistical Learning,Trevor Hastie,Computing
/content/drive/My Drive/BookCovers/image_6011.jpg,AI Superpowers,Kai-Fu Lee,Computing
/content/drive/My Drive/BookCovers/image_6012.jpg,Alibaba,Duncan Clark,Computing
/content/drive/My Drive/BookCovers/image_6013.jpg,"The Digital Photography Book, Part 3",Scott Kelby,Computing
/content/drive/My Drive/BookCovers/image_6014.jpg,Discovering Statistics Using R,Andy Field,Computing
/content/drive/My Drive/BookCovers/image_6015.jpg,Learning Python,Mark Lutz,Computing
/content/drive/My Drive/BookCovers/image_6016.jpg,The Rise of the Robots,Martin Ford,Computing
/content/drive/My Drive/BookCovers/image_6017.jpg,C++ Primer,Stanley B. Lippman,Computing
/content/drive/My Drive/BookCovers/image_6018.jpg,Superintelligence,Nick Bostrom,Computing
/content/drive/My Drive/BookCovers/image_6019.jpg,Learn Python 3 the Hard Way,Zed A. Shaw,Computing
/content/drive/My Drive/BookCovers/image_6020.jpg,Coaching Agile Teams,Lyssa Adkins,Computing
/content/drive/My Drive/BookCovers/image_6021.jpg,Effective Java,Joshua Bloch,Computing
/content/drive/My Drive/BookCovers/image_6022.jpg,The Go Programming Language,Alan Donovan,Computing
/content/drive/My Drive/BookCovers/image_6023.jpg,Working Effectively with Legacy Code,Michael Feathers,Computing
/content/drive/My Drive/BookCovers/image_6024.jpg,"HBR's 10 Must Reads on Managing Yourself (with bonus article ""How Will You Measure Your Life?"" by Clayton M. Christensen)",Peter F. Drucker,Computing
/content/drive/My Drive/BookCovers/image_6025.jpg,Tony Northrup's DSLR Book,Tony Northrup,Computing
/content/drive/My Drive/BookCovers/image_6026.jpg,The Art Of The Last Of Us,Naughty Dog Studios,Computing
/content/drive/My Drive/BookCovers/image_6027.jpg,Patterns of Enterprise Application Architecture,Martin Fowler,Computing
/content/drive/My Drive/BookCovers/image_6028.jpg,Python For Kids,Jason Briggs,Computing
/content/drive/My Drive/BookCovers/image_6029.jpg,Refactoring,Martin Fowler,Computing
/content/drive/My Drive/BookCovers/image_6030.jpg,Structure and Interpretation of Computer Programs,Harold Abelson,Computing
/content/drive/My Drive/BookCovers/image_6031.jpg,Continuous Delivery,Jez Humble,Computing
/content/drive/My Drive/BookCovers/image_6032.jpg,Rocket Surgery Made Easy,Steve Krug,Computing
/content/drive/My Drive/BookCovers/image_6033.jpg,"The Digital Photography Book, Part 2",Scott Kelby,Computing
/content/drive/My Drive/BookCovers/image_6034.jpg,The Lego Technic Idea Book: Simple Machines,Yoshihito Isogawa,Computing
/content/drive/My Drive/BookCovers/image_6035.jpg,"HBR's 10 Must Reads on Strategy (including featured article ""What Is Strategy?"" by Michael E. Porter)",Harvard Business Review,Computing
/content/drive/My Drive/BookCovers/image_6036.jpg,"HBR's 10 Must Reads on Leadership (with featured article ""What Makes an Effective Executive,"" by Peter F. Drucker)",Harvard Business Review,Computing
/content/drive/My Drive/BookCovers/image_6037.jpg,The Legend Of Zelda Encyclopedia,Nintendo,Computing
/content/drive/My Drive/BookCovers/image_6038.jpg,Fanatical Prospecting,Jeb Blount,Computing
/content/drive/My Drive/BookCovers/image_6039.jpg,Introduction to Algorithms,Thomas H. Cormen,Computing
/content/drive/My Drive/BookCovers/image_6040.jpg,Blockchain Revolution,Don Tapscott,Computing
/content/drive/My Drive/BookCovers/image_6041.jpg,Alan Turing: The Enigma,Andrew Hodges,Computing
/content/drive/My Drive/BookCovers/image_6042.jpg,Effective C++,Scott Meyers,Computing
/content/drive/My Drive/BookCovers/image_6043.jpg,Ten Things Every Child with Autism Wishes You Knew,Ellen Notbohm,Computing
/content/drive/My Drive/BookCovers/image_6044.jpg,Peopleware,Tom DeMarco,Computing
/content/drive/My Drive/BookCovers/image_6045.jpg,The Web Application Hacker's Handbook,Dafydd Stuttard,Computing
/content/drive/My Drive/BookCovers/image_6046.jpg,Minecraft Survival Sticker Book,Mojang AB,Computing
/content/drive/My Drive/BookCovers/image_6047.jpg,Python Data Science Handbook,Jake Vanderplas,Computing
/content/drive/My Drive/BookCovers/image_6048.jpg,Site Reliability Engineering,Betsy Beyer,Computing
/content/drive/My Drive/BookCovers/image_6049.jpg,Novacene,James Lovelock,Computing
/content/drive/My Drive/BookCovers/image_6050.jpg,Test Driven Development,Kent Beck,Computing
/content/drive/My Drive/BookCovers/image_6051.jpg,The Death of Expertise,Tom Nichols,Computing
/content/drive/My Drive/BookCovers/image_6052.jpg,Computer Coding Games for Kids,Carol Vorderman,Computing
/content/drive/My Drive/BookCovers/image_6053.jpg,The Last Of Us: American Dreams,Faith Erin Hicks,Computing
/content/drive/My Drive/BookCovers/image_6054.jpg,The Internet of Money,Andreas M Antonopoulos,Computing
/content/drive/My Drive/BookCovers/image_6055.jpg,Drawn to Life: 20 Golden Years of Disney Master Classes,Walt Stanchfield,Computing
/content/drive/My Drive/BookCovers/image_6056.jpg,Innovators,Walter Isaacson,Computing
/content/drive/My Drive/BookCovers/image_6057.jpg,JavaScript and JQuery,Jon Duckett,Computing
/content/drive/My Drive/BookCovers/image_6058.jpg,Letter to a Christian Nation,Sam Harris,Computing
/content/drive/My Drive/BookCovers/image_6059.jpg,"The Digital Photography Book, Part 4",Scott Kelby,Computing
/content/drive/My Drive/BookCovers/image_6060.jpg,The Lego Mindstorms Ev3 Discovery Book,Laurens Valk,Computing
/content/drive/My Drive/BookCovers/image_6061.jpg,The C++ Programming Language,Bjarne Stroustrup,Computing
/content/drive/My Drive/BookCovers/image_6062.jpg,Pattern Recognition and Machine Learning,Christopher M. Bishop,Computing
/content/drive/My Drive/BookCovers/image_6063.jpg,"HBR's 10 Must Reads on Emotional Intelligence (with featured article ""What Makes a Leader?"" by Daniel Goleman)(HBR's 10 Must Reads)",Daniel Goleman,Computing
/content/drive/My Drive/BookCovers/image_6064.jpg,Alibaba,Duncan Clark,Computing
/content/drive/My Drive/BookCovers/image_6065.jpg,Mapping Experiences,James Kalbach,Computing
/content/drive/My Drive/BookCovers/image_6066.jpg,"Artificial Intelligence: A Modern Approach, Global Edition",Stuart Russell,Computing
/content/drive/My Drive/BookCovers/image_6067.jpg,How To Do Nothing,Jenny Odell,Computing
/content/drive/My Drive/BookCovers/image_6068.jpg,The Second Machine Age,Erik Brynjolfsson,Computing
/content/drive/My Drive/BookCovers/image_6069.jpg,"Python Programming for the Absolute Beginner, Third Edition",Michael Dawson,Computing
/content/drive/My Drive/BookCovers/image_6070.jpg,Art of Pixar: 25th Anniv,Amid Amidi,Computing
/content/drive/My Drive/BookCovers/image_6071.jpg,The Cyber Effect,Mary Aiken,Computing
/content/drive/My Drive/BookCovers/image_6072.jpg,Permanent Record,Edward Snowden,Computing
/content/drive/My Drive/BookCovers/image_6073.jpg,Lean Enterprise,Jez Humble,Computing
/content/drive/My Drive/BookCovers/image_6074.jpg,The Sketchnote Handbook,Mike Rohde,Computing
/content/drive/My Drive/BookCovers/image_6075.jpg,Ten Arguments For Deleting Your Social Media Accounts Right Now,Jaron Lanier,Computing
/content/drive/My Drive/BookCovers/image_6076.jpg,Managing successful projects with PRINCE2,Nigel Bennett,Computing
/content/drive/My Drive/BookCovers/image_6077.jpg,Practical Statistics for Data Scientists,Peter Bruce,Computing
/content/drive/My Drive/BookCovers/image_6078.jpg,Deep Learning with Python,Francois Chollet,Computing
/content/drive/My Drive/BookCovers/image_6079.jpg,Adobe Photoshop CS6 Classroom in a Book,Adobe Creative Team,Computing
/content/drive/My Drive/BookCovers/image_6080.jpg,ZAG,Marty Neumeier,Computing
/content/drive/My Drive/BookCovers/image_6081.jpg,"HBR's 10 Must Reads on Change Management (including featured article ""Leading Change,"" by John P. Kotter)",Harvard Business Review,Computing
/content/drive/My Drive/BookCovers/image_6082.jpg,The Elder Scrolls: The Official Cookbook,Chelsea Monroe-cassel,Computing
/content/drive/My Drive/BookCovers/image_6083.jpg,The Long and the Short of It (International edition),John Kay,Computing
/content/drive/My Drive/BookCovers/image_6084.jpg,World of Warcraft: Thrall: Twilight of the Aspects,Christie Golden,Computing
/content/drive/My Drive/BookCovers/image_6085.jpg,How NOT to Write a Novel,Howard Mittelmark,Computing
/content/drive/My Drive/BookCovers/image_6086.jpg,Essential Scrum,Kenneth S. Rubin,Computing
/content/drive/My Drive/BookCovers/image_6087.jpg,Computer Science Distilled,Wladston Ferreira Filho,Computing
/content/drive/My Drive/BookCovers/image_6088.jpg,"The Art of Computer Programming, Volumes 1-4A Boxed Set",Donald E. Knuth,Computing
/content/drive/My Drive/BookCovers/image_6089.jpg,You Don't Know JS - Up & Going,Kyle Simpson,Computing
/content/drive/My Drive/BookCovers/image_6090.jpg,Learn Python the Hard Way,Zed A. Shaw,Computing
/content/drive/My Drive/BookCovers/image_6091.jpg,Introduction to Machine Learning with Python,Sarah Guido,Computing
/content/drive/My Drive/BookCovers/image_6092.jpg,The Art Of Dragon Age: Inquisition,Bioware,Computing
/content/drive/My Drive/BookCovers/image_6093.jpg,Hello World,Hannah Fry,Computing
/content/drive/My Drive/BookCovers/image_6094.jpg,The Information,James Gleick,Computing
/content/drive/My Drive/BookCovers/image_6095.jpg,JavaScript: The Definitive Guide,David Flanagan,Computing
/content/drive/My Drive/BookCovers/image_6096.jpg,The Art Of God Of War,Sony Computer Entertainment,Computing
/content/drive/My Drive/BookCovers/image_6097.jpg,Deep Medicine,Eric Topol,Computing
/content/drive/My Drive/BookCovers/image_6098.jpg,The Cuckoo's Egg,Cliff Stoll,Computing
/content/drive/My Drive/BookCovers/image_6099.jpg,How to Build a Billion Dollar App,George Berkowski,Computing
/content/drive/My Drive/BookCovers/image_6100.jpg,Understanding Close-Up Photography,Bryan Peterson,Computing
/content/drive/My Drive/BookCovers/image_6101.jpg,Diablo III: Book of Tyrael,Blizzard Entertainment,Computing
/content/drive/My Drive/BookCovers/image_6102.jpg,The Lego Mindstorms Ev3 Idea Book,Yoshihito Isogawa,Computing
/content/drive/My Drive/BookCovers/image_6103.jpg,Algorithms to Live by,Brian Christian,Computing
/content/drive/My Drive/BookCovers/image_6104.jpg,User Stories Applied,Mike Cohn,Computing
/content/drive/My Drive/BookCovers/image_6105.jpg,Dungeons & Dragons Guildmasters' Guide to Ravnica (D&d/Magic: The Gathering Adventure Book and Campaign Setting),Wizards RPG Team,Computing
/content/drive/My Drive/BookCovers/image_6106.jpg,Enterprise Integration Patterns,Gregor Hohpe,Computing
/content/drive/My Drive/BookCovers/image_6107.jpg,"Legend Of Zelda, The: Breath Of The Wild - Creating A Champion",Nintendo,Computing
/content/drive/My Drive/BookCovers/image_6108.jpg,"Growing Object-Oriented Software, Guided by Tests",Steve Freeman,Computing
/content/drive/My Drive/BookCovers/image_6109.jpg,The Fourth Industrial Revolution,Klaus Schwab,Computing
/content/drive/My Drive/BookCovers/image_6110.jpg,How to Disappear,Frank M. Ahearn,Computing
/content/drive/My Drive/BookCovers/image_6111.jpg,Java Concurrency in Practice,Brian F. Goetz,Computing
/content/drive/My Drive/BookCovers/image_6112.jpg,Information Dashboard Design,Stephen Few,Computing
/content/drive/My Drive/BookCovers/image_6113.jpg,The Lego Technic Idea Book: Fantastic Contraptions,Yoshihito Isogawa,Computing
/content/drive/My Drive/BookCovers/image_6114.jpg,Programming,Bjarne Stroustrup,Computing
/content/drive/My Drive/BookCovers/image_6115.jpg,Overwatch: Anthology Volume 1,Blizzard Entertainment,Computing
